UNK,1
melatonin,4
sleep,4
author,3
took,2
take,4
feeling,4
like,0
night,1
one,7
two,7
happy,2
think,3
need,5
cannot,5
zero,7
get,5
taking,3
asleep,3
work,6
three,7
time,3
pills,2
feel,1
tonight,5
good,0
going,5
lol,1
still,4
last,0
bed,0
help,3
valerian,3
five,7
echinacea,2
dreams,1
four,7
would,1
sleeping,3
awake,6
wake,6
fall,5
hours,0
really,6
got,4
tired,1
well,1
even,1
better,3
right,5
much,1
know,1
shit,1
try,2
tea,2
gonna,3
could,0
want,5
tried,4
day,0
works,2
actually,1
sad,1
make,5
helps,3
life,0
tomorrow,6
never,4
back,5
root,4
six,7
makes,4
ago,3
insomnia,6
sleepy,3
ever,0
morning,0
hope,5
every,0
mom,4
since,6
wish,4
love,0
taken,5
today,0
hour,1
eight,7
slept,6
though,3
might,2
trying,5
guess,5
maybe,3
hopefully,5
getting,6
something,4
already,4
fuck,0
pill,2
best,0
see,3
always,4
put,5
body,6
sure,1
bad,1
early,1
start,0
cant,5
way,1
use,4
little,1
nyquil,2
keep,2
crazy,1
hate,3
seven,7
also,3
nights,5
gave,3
soon,1
forgot,3
wide,0
give,3
woke,6
nine,7
ass,1
bottle,2
used,4
dream,0
brain,6
without,5
enough,1
knock,2
cause,1
friend,5
stay,5
stuff,2
thought,4
worked,3
made,1
thing,2
find,5
first,1
cold,4
kick,5
wanna,5
weird,1
late,6
working,3
let,5
pass,2
week,0
instead,2
pretty,1
yeah,1
found,5
haha,4
sick,1
fucking,0
ugh,3
thanks,2
started,6
probably,5
days,6
gives,1
yet,1
mind,6
long,0
home,0
benadryl,4
able,1
vitamin,2
dont,4
anymore,1
eyes,3
natural,2
real,1
told,3
thinking,0
meds,6
next,0
finally,6
either,1
remember,6
usually,0
minutes,0
schedule,6
twitter,3
great,0
waking,6
stop,1
coffee,2
sometimes,1
god,0
drink,2
say,0
come,0
swear,3
bought,0
someone,5
said,4
goodnight,5
stjohnswort,4
school,6
nothing,6
may,5
went,5
damn,0
new,5
half,2
popped,5
thank,5
pop,4
helped,3
ill,0
please,0
head,3
people,0
idea,2
bit,3
nightmares,6
ambien,4
seriously,1
kicking,5
past,6
things,6
making,1
whole,0
hrs,4
ready,2
almost,6
lot,6
anything,1
literally,1
hoping,5
tablets,2
least,1
man,4
hard,6
earlier,2
gotta,5
dose,2
around,6
knocked,4
caffeine,6
room,6
yes,6
later,3
anxiety,6
knocks,4
thats,0
wonder,3
done,2
okay,1
away,6
tell,1
nap,2
buy,0
exhausted,3
many,1
another,1
rest,5
pic,3
com,6
cuz,1
problem,6
side,6
left,2
wait,5
ive,4
fucked,1
till,6
aid,5
soo,0
years,4
open,3
vivid,0
throat,5
helping,6
effect,3
falling,1
waiting,4
baby,1
system,6
idk,1
die,1
medicine,2
read,6
phone,0
super,1
called,4
high,6
house,5
dad,4
look,3
times,4
hit,4
doctor,3
didnt,2
tylenol,4
eat,2
fell,4
starting,1
wtf,4
bring,5
couple,3
levels,6
girl,4
seems,2
drinking,2
watch,3
wrong,0
supplements,2
tho,1
realized,6
supposed,2
lately,6
alarm,6
sucks,6
wonders,3
kicks,3
immune,4
normal,5
friends,0
hot,5
takes,3
heard,4
accidentally,4
lets,3
pain,3
everything,5
mean,5
light,3
sorry,0
effects,1
trouble,6
call,4
drank,2
hell,0
worse,1
vitamins,2
extra,4
wow,1
groggy,1
glad,6
class,6
old,6
chamomile,4
turn,5
supplement,2
must,4
drowsy,3
headache,0
shower,2
felt,1
whenever,1
reason,4
mine,6
bout,2
gets,6
using,6
drugs,2
gummies,2
shut,3
definitely,5
lmao,4
knew,0
anyone,6
world,0
problems,6
weeks,6
til,6
omg,3
water,2
full,0
wine,2
drug,5
fast,1
everyone,0
giving,1
ran,0
plus,2
scared,6
face,2
end,0
watching,5
straight,6
advil,2
black,0
apparently,3
hear,5
nice,5
issues,6
ate,2
year,0
worst,0
luck,2
job,1
excited,0
lay,3
amount,3
else,5
tweet,0
wanted,5
kicked,3
kind,5
cool,0
kill,1
kids,4
puts,5
kinda,1
pineal,0
point,6
believe,6
mood,6
barely,3
stress,6
gone,4
laying,0
forget,5
less,6
bedtime,3
stopped,6
talk,3
doesnt,3
hmm,1
become,0
forever,1
thoughts,6
dosage,2
yesterday,1
far,0
ask,0
energy,4
cycle,6
midnight,6
cat,6
herbal,3
zzquil,2
dead,1
gland,0
needs,0
meletonin,1
bunch,2
longer,3
keeps,5
fix,5
smh,0
mad,1
feels,1
run,3
stupid,1
looks,1
set,4
fact,1
insomniac,5
middle,0
coming,4
coma,4
leave,4
clock,6
parents,3
anyway,2
eating,2
person,0
lots,2
food,2
double,2
fighting,1
music,3
mins,0
months,4
dog,1
totally,0
fight,6
remembered,2
asked,1
awesome,4
drops,2
skin,3
ton,2
hahaha,1
crap,6
milk,2
goes,0
ibuprofen,2
fml,3
weirdest,0
dear,5
fun,3
big,5
course,6
dark,6
amazing,5
staying,0
needed,5
break,0
fine,1
cup,4
passed,5
play,4
drunk,1
quite,3
seem,5
pissed,1
second,0
brought,5
hella,4
game,1
xanax,4
moment,2
afraid,4
addicted,1
dude,4
reading,6
oil,2
happens,4
sweet,5
happen,0
yay,3
calm,5
says,4
recommended,2
sounds,4
messed,6
havent,0
unless,3
prescription,6
invest,5
relax,5
sister,2
understand,6
came,5
wondering,0
homework,3
otherwise,5
heart,3
miss,0
guys,1
cough,3
oops,2
means,5
family,5
popping,2
quick,4
care,5
close,1
lost,2
doc,3
running,6
deep,0
horrible,3
sun,3
hand,2
produce,3
rested,1
talking,0
jet,1
hello,0
melatonins,4
honey,5
decided,5
yea,4
shot,1
considering,6
part,6
ahh,3
liquid,2
book,5
favorite,0
hey,6
blame,6
juice,2
warm,2
honestly,5
meant,3
alright,0
moms,2
wont,0
finish,5
heavy,1
bitch,5
sleepytime,4
mix,2
ima,0
looking,5
trick,2
weekend,2
boy,1
entire,0
yall,0
weed,5
awful,1
decent,5
holy,2
study,5
live,0
strong,6
normally,4
pattern,6
nite,3
brother,2
usual,1
placebo,1
lack,6
together,0
change,1
hurts,3
screwed,0
cocktail,2
wheres,5
mouth,2
saying,2
low,6
shift,2
lag,6
allergy,2
hair,0
freaking,1
taste,2
release,3
buying,3
movie,1
kept,0
lemon,2
min,3
trip,0
tablet,2
fail,6
hangover,4
prescribed,5
comes,5
restless,6
overdose,4
eye,2
gotten,3
red,5
store,0
zzzquil,2
cry,1
telling,3
aids,4
terrible,0
completely,6
nightly,4
flu,4
serious,5
alcohol,2
bff,5
saw,4
production,3
stomach,1
killing,1
zinc,2
given,0
crash,2
glass,2
possible,4
capsules,2
lavender,5
dinner,2
zombie,5
whatever,2
awhile,3
catch,5
happened,0
thinks,6
funny,3
move,3
naturally,4
evening,3
drugged,1
text,0
check,3
name,5
faster,5
pray,3
sigh,1
realize,0
recommend,6
afternoon,2
sitting,5
bored,0
bath,2
hurt,1
turned,3
vit,1
htp,2
month,6
kid,1
especially,6
dreaming,1
imma,5
due,6
thankful,0
plan,0
basically,5
pillow,2
car,0
turning,5
matter,1
regular,0
muscle,4
pick,2
mother,4
except,2
legs,1
smell,1
alone,0
etc,2
safe,5
strength,2
couldnt,1
poppin,5
figure,0
quit,6
keeping,1
listening,2
asap,2
dumb,1
takin,3
mama,4
although,4
mess,5
quickly,6
rather,3
walk,1
son,5
suck,3
ridiculous,6
refuse,2
dying,2
mgs,2
sleepless,0
thru,0
show,5
putting,5
twice,2
benedryl,4
tryna,5
interesting,0
different,3
playing,5
beer,2
level,6
healthy,0
recently,3
theres,5
knows,5
melanin,3
case,3
currently,5
stronger,5
lil,3
craziest,0
teeth,2
nose,1
bye,0
changed,6
top,2
chocolate,2
flight,3
lord,5
place,5
smoke,2
order,5
ahead,2
nightmare,6
starts,0
fuckin,0
gym,0
jealous,0
confused,6
finished,0
jetlag,0
summer,1
doses,2
gummy,2
word,0
seeing,6
nah,0
suppose,2
free,0
white,4
hungry,5
shall,5
remedy,5
nope,0
lucid,1
worth,4
scary,1
jesus,4
hyper,1
win,6
lights,6
yep,4
often,1
news,6
tweeting,0
friday,0
sore,2
drive,3
monday,0
guy,0
within,0
smells,1
party,0
cut,2
absolutely,4
add,2
story,0
magnesium,2
future,0
self,0
counter,2
adderall,0
true,1
medication,1
ended,6
spray,2
save,6
mixed,2
def,2
swallow,1
driving,4
regulate,5
college,0
loopy,1
health,5
ones,6
unisom,4
hormone,5
wants,3
stressed,1
fan,6
increase,5
knocking,5
hands,0
whats,1
mum,3
otc,4
combo,2
fingers,4
chill,2
opposite,1
saved,6
green,5
praying,2
upset,4
attempt,0
tolerance,4
suggested,5
heres,2
rock,6
cure,5
everytime,2
ten,3
forgetting,2
listen,6
worried,1
bro,4
lazy,5
missed,6
figured,0
force,3
gunna,5
track,1
sound,0
depression,6
tbh,5
serotonin,1
lemme,2
dunno,3
wired,3
hitting,2
send,5
magic,5
dammit,5
death,1
producing,3
circadian,5
lose,5
struggle,6
ginger,5
blue,6
words,4
hold,1
sense,3
crying,0
relaxed,4
throw,2
handful,2
random,5
tabs,2
lovely,1
dreamt,1
daily,2
butt,2
calling,6
bet,3
trust,6
induced,3
sort,5
wild,3
nigga,2
busy,0
tastes,1
refreshed,6
herbs,3
paper,0
produces,6
test,0
turns,2
desperate,5
trippy,1
somehow,5
happening,4
boo,2
difference,0
single,0
wakes,5
prob,0
herb,2
dreamed,3
failed,4
odd,1
officially,4
roommate,3
write,1
caught,1
passing,1
lady,6
welp,1
candy,1
type,1
colds,2
threw,6
aka,5
died,5
tweets,1
headaches,6
writing,5
stuck,5
shoulda,6
wash,5
small,2
door,3
overdosed,1
cats,1
wonderful,0
bag,6
bottles,2
sleepin,3
couch,2
joke,6
rain,3
however,1
christmas,3
racing,5
isnt,1
strange,1
feet,2
minute,0
boyfriend,5
slow,1
workout,5
drop,3
decide,5
learned,4
clean,4
control,6
brand,2
ughh,6
deal,6
migraine,6
several,0
alarms,6
peace,0
dependent,4
zquil,2
experience,1
near,5
husband,2
excuse,1
issue,6
aww,4
cantsleep,4
nervous,4
ppl,6
stick,6
convinced,4
weather,3
yup,2
watched,0
cream,2
somewhere,0
reset,5
discovered,5
avoid,6
ish,0
blood,6
goldenseal,4
routine,4
legit,4
classes,0
suggest,5
ice,2
drinks,2
orange,2
choice,2
anyways,3
anxious,1
count,4
clearly,2
becoming,6
stayed,0
bullshit,3
tongue,2
whoops,0
higher,4
nighttime,5
sunday,1
huge,4
spent,4
catnip,4
habit,1
rhythm,5
regret,1
whether,0
perfect,0
lucky,6
btw,1
asking,3
pls,6
allergic,4
tincture,3
exactly,3
slowly,1
lunch,2
question,3
outta,1
bestfriend,3
prefer,6
depressed,1
power,2
pull,6
helpful,5
patterns,6
voice,1
woo,0
lie,3
feelin,3
med,0
human,1
everyday,6
money,4
advice,5
easily,6
habits,6
hates,1
beat,6
shots,2
dads,5
travel,5
along,2
walking,4
fucks,4
insane,1
load,2
staring,6
desk,0
saver,4
dogs,2
window,6
naps,0
obviously,1
biotin,2
answer,4
burn,1
kickin,0
goin,1
saturday,1
apartment,1
sum,5
research,3
goodness,0
needsleep,3
gosh,5
yrs,4
function,3
miracle,5
pack,2
computer,0
thestruggle,4
emergenc,2
walmart,2
rely,4
wife,5
song,0
prolly,3
dang,6
zzz,2
valium,4
slightly,1
others,1
doubt,4
lunesta,4
sleeps,2
mistake,4
poor,1
horse,2
affect,2
solution,5
dry,1
box,2
living,0
noon,0
rip,1
sit,1
wall,2
gnight,0
promise,5
effective,2
easy,5
note,1
ohh,5
plans,6
disorder,6
total,4
hahah,4
woken,0
kitchen,1
speak,1
tossing,0
meet,5
third,6
moving,0
tells,1
garlic,2
diet,2
share,4
solid,0
cus,3
exercise,5
winning,4
laugh,1
cos,5
badly,5
annoying,5
looked,1
child,4
possibly,5
remind,3
winter,6
sell,4
sex,1
netflix,3
gettin,1
thx,1
switched,4
grateful,0
moved,1
drift,0
broke,2
fully,5
movies,0
combination,4
extract,2
explain,6
talked,2
sheets,5
nearly,5
behind,0
laughing,4
downstairs,1
extremely,1
strips,5
hopes,6
wear,2
pharmacy,0
row,3
dropped,2
lmfao,1
short,3
syrup,2
app,4
floor,2
agree,6
shitty,6
eventually,1
miserable,6
handle,1
noo,0
breakfast,5
aint,1
anytime,5
grab,2
met,6
seen,6
wearing,1
form,3
chemical,1
struggling,3
none,2
decision,6
messing,1
noise,5
games,3
finna,3
hardly,0
bodies,4
lying,6
swallowed,4
closed,6
ability,2
easier,5
accident,6
suggestions,3
tonite,5
damnit,0
young,0
studying,6
chance,5
impossible,6
mostly,5
properly,1
amounts,2
ride,3
bowl,5
girls,2
whiskey,2
filled,5
switch,4
important,6
suffer,4
forward,0
mornings,0
actual,6
shoot,1
adhd,4
learn,0
huh,6
outside,6
bizarre,0
stand,1
idiot,3
list,6
bruh,4
kidding,0
results,3
bother,1
highly,6
wore,3
unable,3
plz,5
exhaustion,1
crack,4
vodka,2
annoyed,1
sugar,2
smoked,2
tmrw,3
soup,2
neck,2
shake,0
elizabeth,4
hardcore,4
downed,5
enjoy,0
cherry,2
chicken,2
ideas,2
jus,6
follow,1
multivitamin,2
built,4
brush,5
causing,6
addict,6
sign,6
sickness,2
act,6
nurse,2
plane,0
slip,5
hormones,4
bedroom,2
cvs,4
walgreens,1
iron,2
o_o,0
post,3
welcome,5
rarely,0
missing,1
attack,5
final,1
screw,0
neither,4
immediately,5
noticed,5
bodys,6
milligrams,6
managed,5
gross,2
broken,1
letting,4
chewable,2
addiction,5
despite,3
loves,0
dizzy,6
fault,5
fish,2
mellow,2
comfy,3
luckily,1
added,4
organic,2
fear,6
non,1
owl,0
record,5
bringing,3
golden,5
played,0
angry,6
grandma,2
saving,5
bright,4
diphenhydramine,4
complete,2
zma,3
gaba,2
meditation,3
relaxer,1
fresh,5
babe,0
rough,6
wideawake,2
daughter,3
forced,2
shows,5
begin,0
somebody,5
worry,6
bless,5
wasnt,0
secrete,6
cleaning,2
picked,2
balance,5
mild,3
savior,3
wishing,4
abt,5
doctors,1
charm,1
boys,3
biggest,0
breathe,1
addictive,1
weak,1
bathroom,1
counting,2
birthday,3
secreting,3
snort,1
cabinet,4
grr,6
leaving,3
panic,6
hahahaha,2
allergies,2
exam,0
unfortunately,6
nature,4
birth,5
support,3
positive,1
allowed,0
truck,1
certain,6
hugs,1
number,6
internal,1
fire,6
continue,1
land,4
freakin,0
sent,2
produced,6
glasses,6
oregano,2
aleve,2
cuddle,3
office,3
reality,0
roommates,3
useless,3
rub,2
experiment,0
wit,2
excedrin,2
capsule,2
treat,4
harder,6
foods,2
bob,2
shopping,0
dayquil,2
train,1
dat,0
sisters,0
leaves,0
laid,2
flavored,6
color,3
immunity,3
suddenly,6
fallen,0
option,6
intense,1
acid,3
anywhere,5
difficult,0
frustrated,6
inside,2
team,4
sat,5
coughing,1
thatll,5
slipped,2
tummy,3
leg,4
hops,4
nosleep,0
beyond,0
airborne,2
randomly,0
druggie,4
forgotten,4
nerves,5
zyrtec,2
hits,3
repeat,6
rescue,2
arms,1
youre,0
round,1
seconds,6
throughout,6
boutta,4
fixed,0
alive,0
bus,3
coke,5
mask,5
molly,2
feelings,4
heck,3
ways,2
period,6
vicodin,4
teamnosleep,5
related,3
planning,1
thus,0
responsible,6
brains,6
doin,5
episode,2
nocturnal,6
boost,2
everywhere,2
laundry,2
blah,1
freaked,6
imagine,1
knowing,0
church,0
surprised,1
sotired,1
books,6
mention,1
cutting,2
klonopin,4
worn,0
nuts,2
aunt,1
hang,3
theyre,3
emotional,6
productive,0
online,0
truly,3
followers,4
empty,2
lived,4
wicked,3
crossed,0
front,5
chronic,3
umm,5
reminds,4
based,5
smoking,6
kava,4
trazodone,4
clothes,2
loud,4
sleeper,4
deeper,5
psych,6
cheese,4
seal,2
snoring,3
supply,5
tripping,1
calming,1
washed,2
focus,6
realistic,1
marley,2
reaction,4
pillows,6
finals,4
resort,4
weight,2
restful,0
apple,2
sis,3
remedies,4
dnt,2
machine,4
eyelids,1
overdosing,2
snooze,2
settle,3
realizing,2
yawning,1
besides,4
science,0
determined,0
consumed,2
seemed,2
seratonin,3
sleeplessness,6
tons,2
air,0
battle,6
migraines,3
eaten,1
raspberry,3
powder,2
ear,0
likely,0
probs,5
ears,3
cousin,6
soul,6
max,0
cancer,6
bags,3
messes,1
hurting,6
flower,2
simply,3
google,6
age,4
sublingual,3
greatest,5
state,0
update,1
trash,4
calls,5
semester,0
whoa,1
earplugs,5
counteract,4
hallucinating,6
tempted,2
considered,4
date,2
massive,6
anti,4
caused,6
relaxers,1
triple,4
stops,5
nasty,4
shout,4
whyy,1
club,2
opened,5
sheep,4
physically,6
notice,4
expect,3
booze,3
jump,6
prescribe,4
survive,3
blanket,5
folks,1
flying,1
aspirin,4
slumber,4
sudden,2
blessed,3
texting,1
needa,0
cups,4
ages,1
alot,2
pee,4
deprived,1
regularly,2
bear,5
bull,2
risk,1
jack,5
mug,4
laptop,5
aha,2
tip,4
term,2
debating,5
falls,5
cheap,4
quiet,1
atleast,3
nails,4
crush,3
hungover,3
developed,0
nighty,0
art,0
napped,4
peppermint,2
freak,1
meaning,5
conversation,5
perhaps,1
wind,1
camomile,2
constantly,5
instantly,4
veins,3
screen,0
darn,2
yoga,6
upstairs,2
chest,6
spring,5
garden,2
mixing,4
standing,2
process,1
listened,3
packed,5
math,6
tryin,3
pizza,6
losing,3
swears,1
tonights,0
hardest,6
business,1
darkness,4
liver,1
rum,2
singing,5
mode,1
expired,2
mint,4
skip,1
dangerous,6
children,4
uhh,3
therefore,3
gah,4
codeine,3
monster,6
trazadone,2
report,1
spell,3
proper,0
bud,4
brushed,5
attacks,1
sometime,3
fails,2
pot,2
fam,3
rate,6
andand,2
grams,2
hid,5
became,6
momma,4
breathing,4
tan,0
vicks,1
hallucinate,3
wednesday,6
locked,4
beauty,5
men,6
roll,1
teas,4
episodes,2
million,0
article,6
breath,1
hubby,5
hes,1
causes,6
large,2
beautiful,0
laced,2
symptoms,5
major,1
relationship,0
tranquilizer,3
nowhere,1
walked,1
hehe,4
excitement,3
interview,6
sleepiness,0
relaxing,3
gnc,4
ricola,2
wat,4
birds,2
cycles,0
toss,6
creepy,1
floating,2
clear,0
freaky,1
generally,6
effed,1
yolo,5
quality,5
admit,2
tuesday,0
purchase,3
therapy,5
somewhat,5
doe,3
lotion,6
grow,1
cute,6
mail,0
yess,0
carry,5
autism,0
mothers,1
pregnant,3
mental,5
acting,4
needing,5
giant,2
weve,4
spend,5
willing,0
rem,5
loved,5
bouta,4
hearing,1
ceiling,6
judge,5
drown,2
marathon,1
neuro,6
pants,1
turkey,1
relief,2
hasnt,1
sons,4
shits,0
known,0
numb,2
react,5
pharmacist,2
cake,5
intake,2
checked,4
bomb,5
babies,0
melanoma,5
forming,6
stole,2
pulled,1
boat,0
grumpy,1
yawn,1
elderberry,2
fixing,0
punch,0
balls,1
allow,5
kiss,0
sinus,4
waste,5
balm,5
upped,4
saves,6
fever,2
wasted,3
mid,6
war,6
fruit,2
forcing,6
storm,5
insomniaprobs,4
wouldnt,1
cell,5
cray,4
tend,0
necessary,2
piece,5
meh,5
goodbye,1
hook,5
silly,0
bar,2
everybody,6
downing,5
drawer,2
killer,0
sooner,3
protein,2
town,6
replaced,4
praise,3
shutting,1
delirious,3
frustrating,5
hospital,5
sober,3
laughed,3
glands,3
lifesaver,1
pops,5
neighbors,1
pms,2
season,6
pre,0
blunt,2
amen,3
reminded,0
blog,5
kills,1
highest,1
thursday,5
fav,5
version,2
occasionally,2
arm,1
rid,1
boring,5
smart,4
appt,1
released,3
heating,5
pretend,1
internet,6
city,6
wanting,5
tears,0
surgery,0
dragging,5
gimme,3
tight,0
chewing,1
adjust,5
quicker,5
via,0
dosed,5
ftw,2
project,3
kno,6
line,0
ativan,5
napping,2
race,5
video,5
doubling,1
deficiency,0
pressure,6
lastnight,6
pussy,4
chew,4
failing,6
steal,0
adding,2
caps,2
holding,1
album,1
bugs,1
mentally,0
exciting,0
delayed,6
poop,6
building,5
sensitive,6
liked,1
mucinex,2
idc,3
tryptophan,5
ordered,2
vampire,1
bears,2
sipping,4
crushed,2
page,6
stat,2
star,1
active,6
grade,6
tiny,5
lied,0
faith,2
group,6
appreciate,1
strawberry,4
coat,5
beginning,6
midol,2
meeting,0
cider,6
cured,5
sadly,5
comfortable,3
success,6
soft,5
bug,1
amazon,0
boss,6
expected,2
antidepressants,3
escape,0
ruined,5
iphone,5
proud,5
feed,6
rtauthor,2
reach,1
teacher,5
brick,6
gnite,1
somethin,2
ipod,5
workin,3
crappy,0
cried,2
bitches,3
incredibly,6
yellow,3
increasing,5
naturel,5
rly,1
fair,1
planned,0
tuna,4
hay,5
current,4
ground,3
dreamland,5
homeopathic,4
somethings,0
thinkin,5
bong,6
consider,4
morn,4
accept,6
heads,0
alert,0
essay,1
concerned,0
casserole,3
docs,0
steel,4
cranky,2
surprisingly,6
aware,0
reasonable,1
hooked,5
peacefully,0
spelled,2
born,0
zicam,2
maximum,5
interested,3
antibiotics,2
showered,0
adrenaline,0
flowers,1
coworkers,1
severe,6
overnight,4
adult,4
desperately,5
swallowing,0
blend,4
paranoid,1
oversleep,5
facebook,3
espresso,4
manage,1
attention,1
buddy,2
tips,5
personal,1
drowsiness,6
personally,1
shame,3
pandora,6
depend,1
suspect,1
mac,0
headphones,5
lullaby,0
across,2
pad,4
videos,6
enjoying,5
lolol,6
tom,0
reverse,2
hated,0
snap,6
affects,3
fed,6
scariest,0
extreme,3
reached,4
grabbed,2
coworker,3
explode,2
liquor,2
heat,5
beers,2
catching,0
paying,0
legal,4
terrified,1
quil,4
woman,4
fat,6
breaking,5
shouldnt,4
wakeup,3
finding,2
eff,6
longest,0
wrote,4
goddamn,6
relying,5
reasons,4
cinnamon,2
